State,District ,Crop,Crop_Year,Season,Area ,Production,Yield
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,1997,Rabi       ,13,5,0.38
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,1998,Rabi       ,10,3,0.3
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,1999,Rabi       ,8,3,0.38
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,2000,Rabi       ,13,5,0.38
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,2001,Rabi       ,6,2,0.33
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,2002,Rabi       ,3,1,0.33
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,2003,Rabi       ,1,0,0
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,2004,Rabi       ,4,1,0.25
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,2005,Rabi       ,10,4,0.4
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,2006,Rabi       ,32,16,0.5
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,2007,Rabi       ,3,1,0.33
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,2008,Rabi       ,2,1,0.5
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,2009,Rabi       ,1,,0
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,2010,Rabi       ,2,1,0.5
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,2013,Rabi       ,2,1,0.5
Uttar Pradesh,SANT RAVIDAS NAGAR,Linseed,2017,Rabi       ,1,1,1
Uttar Pradesh,SHAHJAHANPUR,Linseed,1997,Rabi       ,107,46,0.43
Uttar Pradesh,SHAHJAHANPUR,Linseed,1998,Rabi       ,53,20,0.38
Uttar Pradesh,SHAHJAHANPUR,Linseed,1999,Rabi       ,80,35,0.44
Uttar Pradesh,SHAHJAHANPUR,Linseed,2000,Rabi       ,71,26,0.37
Uttar Pradesh,SHAHJAHANPUR,Linseed,2001,Rabi       ,24,10,0.42
Uttar Pradesh,SHAHJAHANPUR,Linseed,2002,Rabi       ,41,18,0.44
Uttar Pradesh,SHAHJAHANPUR,Linseed,2003,Rabi       ,289,142,0.49
Uttar Pradesh,SHAHJAHANPUR,Linseed,2004,Rabi       ,253,116,0.46
Uttar Pradesh,SHAHJAHANPUR,Linseed,2005,Rabi       ,289,119,0.41
Uttar Pradesh,SHAHJAHANPUR,Linseed,2006,Rabi       ,253,89,0.35
Uttar Pradesh,SHAHJAHANPUR,Linseed,2007,Rabi       ,253,64,0.25
Uttar Pradesh,SHAHJAHANPUR,Linseed,2008,Rabi       ,172,77,0.45
Uttar Pradesh,SHAHJAHANPUR,Linseed,2010,Rabi       ,5,2,0.4
Uttar Pradesh,SHAHJAHANPUR,Linseed,2012,Rabi       ,4,2,0.5
Uttar Pradesh,SHAHJAHANPUR,Linseed,2013,Rabi       ,1,,0
Uttar Pradesh,SHAHJAHANPUR,Linseed,2017,Rabi       ,8,5,0.63
Uttar Pradesh,SHRAVASTI,Linseed,1997,Rabi       ,238,89,0.37
Uttar Pradesh,SHRAVASTI,Linseed,1998,Rabi       ,166,46,0.28
Uttar Pradesh,SHRAVASTI,Linseed,1999,Rabi       ,179,83,0.46
Uttar Pradesh,SHRAVASTI,Linseed,2000,Rabi       ,163,69,0.42
Uttar Pradesh,SHRAVASTI,Linseed,2001,Rabi       ,328,138,0.42
Uttar Pradesh,SHRAVASTI,Linseed,2002,Rabi       ,157,68,0.43
Uttar Pradesh,SHRAVASTI,Linseed,2003,Rabi       ,131,65,0.5
Uttar Pradesh,SHRAVASTI,Linseed,2004,Rabi       ,122,56,0.46
Uttar Pradesh,SHRAVASTI,Linseed,2005,Rabi       ,136,56,0.41
Uttar Pradesh,SHRAVASTI,Linseed,2006,Rabi       ,100,35,0.35
Uttar Pradesh,SHRAVASTI,Linseed,2007,Rabi       ,14,3,0.21
Uttar Pradesh,SHRAVASTI,Linseed,2008,Rabi       ,338,152,0.45
Uttar Pradesh,SHRAVASTI,Linseed,2009,Rabi       ,118,52,0.44
Uttar Pradesh,SHRAVASTI,Linseed,2010,Rabi       ,25,11,0.44
Uttar Pradesh,SHRAVASTI,Linseed,2011,Rabi       ,3,1,0.33
Uttar Pradesh,SHRAVASTI,Linseed,2012,Rabi       ,18,8,0.44
Uttar Pradesh,SHRAVASTI,Linseed,2013,Rabi       ,63,25,0.4
Uttar Pradesh,SHRAVASTI,Linseed,2017,Rabi       ,63,38,0.6
Uttar Pradesh,SHRAVASTI,Linseed,2018,Rabi       ,63,40,0.63
Uttar Pradesh,SHRAVASTI,Linseed,2019,Rabi       ,63,43,0.68
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,1997,Rabi       ,1470,550,0.37
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,1998,Rabi       ,1447,398,0.28
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,1999,Rabi       ,1451,670,0.46
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2000,Rabi       ,965,412,0.43
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2001,Rabi       ,877,368,0.42
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2002,Rabi       ,430,87,0.2
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2003,Rabi       ,557,275,0.49
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2004,Rabi       ,688,316,0.46
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2005,Rabi       ,511,211,0.41
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2006,Rabi       ,900,316,0.35
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2007,Rabi       ,19,5,0.26
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2008,Rabi       ,1553,699,0.45
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2009,Rabi       ,1533,676,0.44
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2010,Rabi       ,1361,623,0.46
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2011,Rabi       ,1559,707,0.45
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2012,Rabi       ,1492,671,0.45
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2013,Rabi       ,1278,518,0.41
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2014,Rabi       ,1496,866,0.58
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2015,Rabi       ,1675,320,0.19
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2016,Rabi       ,1441,775,0.54
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2017,Rabi       ,1357,817,0.6
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2018,Rabi       ,1515,956,0.63
Uttar Pradesh,SIDDHARTH NAGAR,Linseed,2019,Rabi       ,1517,1043,0.69
Uttar Pradesh,SITAPUR,Linseed,1997,Rabi       ,393,167,0.42
Uttar Pradesh,SITAPUR,Linseed,1998,Rabi       ,391,148,0.38
Uttar Pradesh,SITAPUR,Linseed,1999,Rabi       ,279,122,0.44
Uttar Pradesh,SITAPUR,Linseed,2000,Rabi       ,201,72,0.36
Uttar Pradesh,SITAPUR,Linseed,2001,Rabi       ,58,24,0.41
Uttar Pradesh,SITAPUR,Linseed,2002,Rabi       ,55,24,0.44
Uttar Pradesh,SITAPUR,Linseed,2003,Rabi       ,54,27,0.5
Uttar Pradesh,SITAPUR,Linseed,2004,Rabi       ,64,29,0.45
Uttar Pradesh,SITAPUR,Linseed,2005,Rabi       ,102,42,0.41
Uttar Pradesh,SITAPUR,Linseed,2006,Rabi       ,60,21,0.35
Uttar Pradesh,SITAPUR,Linseed,2007,Rabi       ,44,11,0.25
Uttar Pradesh,SITAPUR,Linseed,2011,Rabi       ,2,1,0.5
Uttar Pradesh,SITAPUR,Linseed,2012,Rabi       ,9,4,0.44
Uttar Pradesh,SITAPUR,Linseed,2013,Rabi       ,1,1,1
Uttar Pradesh,SITAPUR,Linseed,2016,Rabi       ,14,8,0.57
Uttar Pradesh,SITAPUR,Linseed,2017,Rabi       ,18,11,0.61
Uttar Pradesh,SITAPUR,Linseed,2018,Rabi       ,13,8,0.62
Uttar Pradesh,SITAPUR,Linseed,2019,Rabi       ,1,1,1
Uttar Pradesh,SONBHADRA,Linseed,1997,Rabi       ,9066,3554,0.39
Uttar Pradesh,SONBHADRA,Linseed,1998,Rabi       ,9099,3012,0.33
Uttar Pradesh,SONBHADRA,Linseed,1999,Rabi       ,9135,3015,0.33
Uttar Pradesh,SONBHADRA,Linseed,2000,Rabi       ,8421,3107,0.37
Uttar Pradesh,SONBHADRA,Linseed,2001,Rabi       ,8250,3003,0.36
Uttar Pradesh,SONBHADRA,Linseed,2002,Rabi       ,7844,3271,0.42
Uttar Pradesh,SONBHADRA,Linseed,2003,Rabi       ,7802,3394,0.44
Uttar Pradesh,SONBHADRA,Linseed,2004,Rabi       ,5952,1917,0.32
Uttar Pradesh,SONBHADRA,Linseed,2005,Rabi       ,7158,2391,0.33
Uttar Pradesh,SONBHADRA,Linseed,2006,Rabi       ,4590,1427,0.31
Uttar Pradesh,SONBHADRA,Linseed,2007,Rabi       ,1644,626,0.38
Uttar Pradesh,SONBHADRA,Linseed,2008,Rabi       ,4784,1612,0.34
Uttar Pradesh,SONBHADRA,Linseed,2009,Rabi       ,5701,1693,0.3
Uttar Pradesh,SONBHADRA,Linseed,2010,Rabi       ,5209,1943,0.37
Uttar Pradesh,SONBHADRA,Linseed,2011,Rabi       ,5606,3038,0.54
Uttar Pradesh,SONBHADRA,Linseed,2012,Rabi       ,5381,2997,0.56
Uttar Pradesh,SONBHADRA,Linseed,2013,Rabi       ,5166,3105,0.6
Uttar Pradesh,SONBHADRA,Linseed,2014,Rabi       ,4781,2768,0.58
Uttar Pradesh,SONBHADRA,Linseed,2015,Rabi       ,4405,1119,0.25
Uttar Pradesh,SONBHADRA,Linseed,2016,Rabi       ,5451,2398,0.44
Uttar Pradesh,SONBHADRA,Linseed,2017,Rabi       ,4989,2430,0.49
Uttar Pradesh,SONBHADRA,Linseed,2018,Rabi       ,5404,2578,0.48
Uttar Pradesh,SONBHADRA,Linseed,2019,Rabi       ,5335,3670,0.69
Uttar Pradesh,SULTANPUR,Linseed,1997,Rabi       ,423,180,0.43
Uttar Pradesh,SULTANPUR,Linseed,1998,Rabi       ,491,186,0.38
Uttar Pradesh,SULTANPUR,Linseed,1999,Rabi       ,427,188,0.44
Uttar Pradesh,SULTANPUR,Linseed,2000,Rabi       ,418,151,0.36
Uttar Pradesh,SULTANPUR,Linseed,2001,Rabi       ,196,83,0.42
Uttar Pradesh,SULTANPUR,Linseed,2002,Rabi       ,182,79,0.43
Uttar Pradesh,SULTANPUR,Linseed,2003,Rabi       ,156,77,0.49
Uttar Pradesh,SULTANPUR,Linseed,2004,Rabi       ,145,67,0.46
Uttar Pradesh,SULTANPUR,Linseed,2005,Rabi       ,165,68,0.41
Uttar Pradesh,SULTANPUR,Linseed,2006,Rabi       ,120,42,0.35
Uttar Pradesh,SULTANPUR,Linseed,2007,Rabi       ,127,32,0.25
Uttar Pradesh,SULTANPUR,Linseed,2008,Rabi       ,181,81,0.45
Uttar Pradesh,SULTANPUR,Linseed,2009,Rabi       ,118,52,0.44
Uttar Pradesh,SULTANPUR,Linseed,2010,Rabi       ,53,24,0.45
Uttar Pradesh,SULTANPUR,Linseed,2011,Rabi       ,12,5,0.42
Uttar Pradesh,SULTANPUR,Linseed,2012,Rabi       ,15,7,0.47
Uttar Pradesh,SULTANPUR,Linseed,2013,Rabi       ,54,22,0.41
Uttar Pradesh,SULTANPUR,Linseed,2014,Rabi       ,22,12,0.55
Uttar Pradesh,SULTANPUR,Linseed,2015,Rabi       ,21,4,0.19
Uttar Pradesh,SULTANPUR,Linseed,2016,Rabi       ,22,12,0.55
Uttar Pradesh,SULTANPUR,Linseed,2017,Rabi       ,40,24,0.6
Uttar Pradesh,SULTANPUR,Linseed,2018,Rabi       ,21,13,0.62
Uttar Pradesh,SULTANPUR,Linseed,2019,Rabi       ,18,12,0.67
Uttar Pradesh,UDAM SINGH NAGAR,Linseed,1997,Rabi       ,13,6,0.46
Uttar Pradesh,UDAM SINGH NAGAR,Linseed,1998,Rabi       ,15,6,0.4
Uttar Pradesh,UDAM SINGH NAGAR,Linseed,1999,Rabi       ,13,6,0.46
Uttar Pradesh,UNNAO,Linseed,1997,Rabi       ,558,238,0.43
Uttar Pradesh,UNNAO,Linseed,1998,Rabi       ,472,179,0.38
Uttar Pradesh,UNNAO,Linseed,1999,Rabi       ,399,175,0.44
Uttar Pradesh,UNNAO,Linseed,2000,Rabi       ,297,107,0.36
Uttar Pradesh,UNNAO,Linseed,2001,Rabi       ,278,117,0.42
Uttar Pradesh,UNNAO,Linseed,2002,Rabi       ,183,79,0.43
Uttar Pradesh,UNNAO,Linseed,2003,Rabi       ,212,104,0.49
Uttar Pradesh,UNNAO,Linseed,2004,Rabi       ,173,80,0.46
Uttar Pradesh,UNNAO,Linseed,2005,Rabi       ,193,80,0.41
Uttar Pradesh,UNNAO,Linseed,2006,Rabi       ,145,51,0.35
Uttar Pradesh,UNNAO,Linseed,2007,Rabi       ,130,33,0.25
Uttar Pradesh,UNNAO,Linseed,2008,Rabi       ,78,35,0.45
Uttar Pradesh,UNNAO,Linseed,2009,Rabi       ,143,63,0.44
Uttar Pradesh,UNNAO,Linseed,2010,Rabi       ,81,37,0.46
Uttar Pradesh,UNNAO,Linseed,2011,Rabi       ,61,27,0.44
Uttar Pradesh,UNNAO,Linseed,2012,Rabi       ,26,12,0.46
Uttar Pradesh,UNNAO,Linseed,2013,Rabi       ,94,38,0.4
Uttar Pradesh,UNNAO,Linseed,2014,Rabi       ,15,9,0.6
Uttar Pradesh,UNNAO,Linseed,2015,Rabi       ,13,2,0.15
Uttar Pradesh,UNNAO,Linseed,2016,Rabi       ,22,12,0.55
Uttar Pradesh,UNNAO,Linseed,2017,Rabi       ,22,13,0.59
Uttar Pradesh,UNNAO,Linseed,2018,Rabi       ,102,64,0.63
Uttar Pradesh,UNNAO,Linseed,2019,Rabi       ,18,12,0.67
Uttar Pradesh,VARANASI,Linseed,2000,Rabi       ,2039,871,0.43
Uttar Pradesh,VARANASI,Linseed,2001,Rabi       ,6,2,0.33
Uttar Pradesh,VARANASI,Linseed,2002,Rabi       ,19,4,0.21
Uttar Pradesh,VARANASI,Linseed,2003,Rabi       ,12,6,0.5
Uttar Pradesh,VARANASI,Linseed,2004,Rabi       ,3,2,0.67
Uttar Pradesh,VARANASI,Linseed,2005,Rabi       ,7,3,0.43
Uttar Pradesh,VARANASI,Linseed,2008,Rabi       ,1,1,1
Uttar Pradesh,VARANASI,Linseed,2009,Rabi       ,6,2,0.33
Uttar Pradesh,VARANASI,Linseed,2010,Rabi       ,1,1,1
Uttar Pradesh,VARANASI,Linseed,2011,Rabi       ,18,8,0.44
Uttar Pradesh,VARANASI,Linseed,2012,Rabi       ,2,1,0.5
Uttar Pradesh,VARANASI,Linseed,2013,Rabi       ,1,,0
Uttar Pradesh,VARANASI,Linseed,2014,Rabi       ,1,1,1
Uttar Pradesh,VARANASI,Linseed,2015,Rabi       ,6,1,0.17
Uttar Pradesh,VARANASI,Linseed,2016,Rabi       ,2,1,0.5
Uttar Pradesh,VARANASI,Linseed,2017,Rabi       ,2,2,1
Uttar Pradesh,VARANASI,Linseed,2018,Rabi       ,22,9,0.41
Uttar Pradesh,VARANASI,Linseed,2019,Rabi       ,23,16,0.7
Uttar Pradesh,AGRA,Maize,1997,Kharif     ,138,316,2.29
Uttar Pradesh,AGRA,Maize,1997,Summer     ,33,52,1.58
Uttar Pradesh,AGRA,Maize,1998,Kharif     ,184,152,0.83
Uttar Pradesh,AGRA,Maize,1998,Summer     ,16,16,1
Uttar Pradesh,AGRA,Maize,1999,Kharif     ,191,272,1.42
Uttar Pradesh,AGRA,Maize,1999,Rabi       ,28,40,1.43
Uttar Pradesh,AGRA,Maize,2000,Kharif     ,201,400,1.99
Uttar Pradesh,AGRA,Maize,2000,Rabi       ,17,28,1.65
Uttar Pradesh,AGRA,Maize,2001,Kharif     ,189,368,1.95
Uttar Pradesh,AGRA,Maize,2001,Rabi       ,9,15,1.67
Uttar Pradesh,AGRA,Maize,2002,Kharif     ,435,513,1.18
Uttar Pradesh,AGRA,Maize,2002,Rabi       ,4,4,1
Uttar Pradesh,AGRA,Maize,2003,Kharif     ,103,178,1.73
Uttar Pradesh,AGRA,Maize,2003,Summer     ,19,26,1.37
Uttar Pradesh,AGRA,Maize,2004,Kharif     ,143,295,2.06
Uttar Pradesh,AGRA,Maize,2005,Kharif     ,74,133,1.8
Uttar Pradesh,AGRA,Maize,2006,Kharif     ,143,260,1.82
Uttar Pradesh,AGRA,Maize,2006,Summer     ,5,6,1.2
Uttar Pradesh,AGRA,Maize,2007,Kharif     ,100,227,2.27
Uttar Pradesh,AGRA,Maize,2007,Summer     ,20,29,1.45
Uttar Pradesh,AGRA,Maize,2008,Kharif     ,68,159,2.34
Uttar Pradesh,AGRA,Maize,2008,Summer     ,118,176,1.49
Uttar Pradesh,AGRA,Maize,2009,Kharif     ,40,74,1.85
Uttar Pradesh,AGRA,Maize,2009,Summer     ,81,118,1.46
Uttar Pradesh,AGRA,Maize,2010,Kharif     ,63,135,2.14
Uttar Pradesh,AGRA,Maize,2010,Summer     ,45,66,1.47
Uttar Pradesh,AGRA,Maize,2011,Kharif     ,68,171,2.51
Uttar Pradesh,AGRA,Maize,2011,Summer     ,341,564,1.65
Uttar Pradesh,AGRA,Maize,2012,Kharif     ,73,204,2.79
Uttar Pradesh,AGRA,Maize,2012,Summer     ,83,153,1.84
Uttar Pradesh,AGRA,Maize,2013,Kharif     ,58,157,2.71
Uttar Pradesh,AGRA,Maize,2013,Summer     ,114,209,1.83
Uttar Pradesh,AGRA,Maize,2014,Kharif     ,45,117,2.6
Uttar Pradesh,AGRA,Maize,2014,Summer     ,299,532,1.78
Uttar Pradesh,AGRA,Maize,2015,Kharif     ,47,134,2.85
Uttar Pradesh,AGRA,Maize,2015,Summer     ,175,324,1.85
Uttar Pradesh,AGRA,Maize,2016,Kharif     ,115,343,2.98
Uttar Pradesh,AGRA,Maize,2016,Summer     ,768,1441,1.88
Uttar Pradesh,AGRA,Maize,2017,Kharif     ,50,154,3.08
Uttar Pradesh,AGRA,Maize,2017,Summer     ,114,250,2.19
Uttar Pradesh,AGRA,Maize,2018,Kharif     ,115,378,3.29
Uttar Pradesh,AGRA,Maize,2018,Summer     ,127,263,2.07
Uttar Pradesh,AGRA,Maize,2019,Kharif     ,33,116,3.52
Uttar Pradesh,AGRA,Maize,2019,Summer     ,139,343,2.47
Uttar Pradesh,ALIGARH,Maize,1997,Kharif     ,44245,96897,2.19
Uttar Pradesh,ALIGARH,Maize,1997,Summer     ,47,74,1.57
Uttar Pradesh,ALIGARH,Maize,1998,Kharif     ,42847,48246,1.13
Uttar Pradesh,ALIGARH,Maize,1998,Summer     ,47,48,1.02
Uttar Pradesh,ALIGARH,Maize,1999,Kharif     ,37254,72012,1.93
Uttar Pradesh,ALIGARH,Maize,1999,Rabi       ,44,64,1.45
Uttar Pradesh,ALIGARH,Maize,2000,Kharif     ,42821,91337,2.13
Uttar Pradesh,ALIGARH,Maize,2000,Rabi       ,64,104,1.63
Uttar Pradesh,ALIGARH,Maize,2001,Kharif     ,43886,89176,2.03
Uttar Pradesh,ALIGARH,Maize,2001,Rabi       ,162,264,1.63
Uttar Pradesh,ALIGARH,Maize,2002,Kharif     ,26225,25386,0.97
Uttar Pradesh,ALIGARH,Maize,2002,Rabi       ,95,105,1.11
Uttar Pradesh,ALIGARH,Maize,2003,Kharif     ,30476,50224,1.65
Uttar Pradesh,ALIGARH,Maize,2003,Summer     ,72,98,1.36
Uttar Pradesh,ALIGARH,Maize,2004,Kharif     ,28190,53589,1.9
Uttar Pradesh,ALIGARH,Maize,2005,Kharif     ,26783,41514,1.55
Uttar Pradesh,ALIGARH,Maize,2006,Kharif     ,26381,41972,1.59
Uttar Pradesh,ALIGARH,Maize,2006,Summer     ,104,138,1.33
Uttar Pradesh,ALIGARH,Maize,2007,Kharif     ,26847,52942,1.97
Uttar Pradesh,ALIGARH,Maize,2007,Summer     ,234,336,1.44
Uttar Pradesh,ALIGARH,Maize,2008,Kharif     ,26825,68162,2.54
Uttar Pradesh,ALIGARH,Maize,2008,Summer     ,159,238,1.5
Uttar Pradesh,ALIGARH,Maize,2009,Kharif     ,18783,33960,1.81
Uttar Pradesh,ALIGARH,Maize,2009,Summer     ,282,410,1.45
Uttar Pradesh,ALIGARH,Maize,2010,Kharif     ,18716,37900,2.03
Uttar Pradesh,ALIGARH,Maize,2010,Summer     ,339,497,1.47
Uttar Pradesh,ALIGARH,Maize,2011,Kharif     ,20943,41614,1.99
Uttar Pradesh,ALIGARH,Maize,2011,Summer     ,379,627,1.65
Uttar Pradesh,ALIGARH,Maize,2012,Kharif     ,16307,43638,2.68
Uttar Pradesh,ALIGARH,Maize,2012,Summer     ,379,700,1.85
Uttar Pradesh,ALIGARH,Maize,2013,Kharif     ,11813,36774,3.11
Uttar Pradesh,ALIGARH,Maize,2013,Rabi       ,17,60,3.53
Uttar Pradesh,ALIGARH,Maize,2013,Summer     ,378,694,1.84
Uttar Pradesh,ALIGARH,Maize,2014,Kharif     ,14445,30956,2.14
Uttar Pradesh,ALIGARH,Maize,2014,Summer     ,712,1266,1.78
Uttar Pradesh,ALIGARH,Maize,2015,Kharif     ,15247,36212,2.38
Uttar Pradesh,ALIGARH,Maize,2015,Rabi       ,43,95,2.21
Uttar Pradesh,ALIGARH,Maize,2015,Summer     ,767,1418,1.85
Uttar Pradesh,ALIGARH,Maize,2016,Kharif     ,19637,46147,2.35
Uttar Pradesh,ALIGARH,Maize,2016,Summer     ,804,1508,1.88
Uttar Pradesh,ALIGARH,Maize,2017,Kharif     ,17981,48693,2.71
Uttar Pradesh,ALIGARH,Maize,2017,Rabi       ,11,33,3
Uttar Pradesh,ALIGARH,Maize,2017,Summer     ,305,669,2.19
Uttar Pradesh,ALIGARH,Maize,2018,Kharif     ,14446,35017,2.42
Uttar Pradesh,ALIGARH,Maize,2018,Summer     ,235,486,2.07
Uttar Pradesh,ALIGARH,Maize,2019,Kharif     ,13634,35189,2.58
Uttar Pradesh,ALIGARH,Maize,2019,Summer     ,443,1093,2.47
Uttar Pradesh,ALLAHABAD,Maize,1997,Kharif     ,299,633,2.12
Uttar Pradesh,ALLAHABAD,Maize,1998,Kharif     ,298,412,1.38
Uttar Pradesh,ALLAHABAD,Maize,1999,Kharif     ,327,665,2.03
Uttar Pradesh,ALLAHABAD,Maize,2000,Kharif     ,211,447,2.12
Uttar Pradesh,ALLAHABAD,Maize,2000,Rabi       ,8,13,1.63
Uttar Pradesh,ALLAHABAD,Maize,2001,Kharif     ,224,432,1.93
Uttar Pradesh,ALLAHABAD,Maize,2001,Rabi       ,3,5,1.67
Uttar Pradesh,ALLAHABAD,Maize,2002,Kharif     ,140,193,1.38
Uttar Pradesh,ALLAHABAD,Maize,2003,Kharif     ,139,159,1.14
Uttar Pradesh,ALLAHABAD,Maize,2003,Rabi       ,5,7,1.4
Uttar Pradesh,ALLAHABAD,Maize,2003,Summer     ,3,4,1.33
Uttar Pradesh,ALLAHABAD,Maize,2004,Kharif     ,152,129,0.85
Uttar Pradesh,ALLAHABAD,Maize,2004,Rabi       ,3,14,4.67
Uttar Pradesh,ALLAHABAD,Maize,2005,Kharif     ,187,240,1.28
Uttar Pradesh,ALLAHABAD,Maize,2006,Kharif     ,263,349,1.33
Uttar Pradesh,ALLAHABAD,Maize,2006,Rabi       ,3,9,3
Uttar Pradesh,ALLAHABAD,Maize,2006,Summer     ,2,3,1.5
Uttar Pradesh,ALLAHABAD,Maize,2007,Kharif     ,189,271,1.43
Uttar Pradesh,ALLAHABAD,Maize,2007,Rabi       ,2,6,3
Uttar Pradesh,ALLAHABAD,Maize,2007,Summer     ,2,3,1.5
Uttar Pradesh,ALLAHABAD,Maize,2008,Kharif     ,123,184,1.5
Uttar Pradesh,ALLAHABAD,Maize,2008,Summer     ,1,2,2
Uttar Pradesh,ALLAHABAD,Maize,2009,Kharif     ,100,146,1.46
Uttar Pradesh,ALLAHABAD,Maize,2009,Summer     ,7,10,1.43
Uttar Pradesh,ALLAHABAD,Maize,2010,Kharif     ,128,225,1.76
Uttar Pradesh,ALLAHABAD,Maize,2010,Rabi       ,53,159,3
Uttar Pradesh,ALLAHABAD,Maize,2011,Kharif     ,158,158,1
Uttar Pradesh,ALLAHABAD,Maize,2011,Rabi       ,25,60,2.4
Uttar Pradesh,ALLAHABAD,Maize,2012,Kharif     ,160,182,1.14
Uttar Pradesh,ALLAHABAD,Maize,2012,Rabi       ,10,31,3.1
Uttar Pradesh,ALLAHABAD,Maize,2013,Kharif     ,448,484,1.08
Uttar Pradesh,ALLAHABAD,Maize,2013,Rabi       ,41,146,3.56
Uttar Pradesh,ALLAHABAD,Maize,2014,Kharif     ,165,293,1.78
Uttar Pradesh,ALLAHABAD,Maize,2014,Rabi       ,54,129,2.39
Uttar Pradesh,ALLAHABAD,Maize,2015,Kharif     ,151,110,0.73
Uttar Pradesh,ALLAHABAD,Maize,2015,Rabi       ,30,66,2.2
Uttar Pradesh,ALLAHABAD,Maize,2016,Kharif     ,113,212,1.88
Uttar Pradesh,ALLAHABAD,Maize,2017,Kharif     ,128,280,2.19
Uttar Pradesh,ALLAHABAD,Maize,2017,Rabi       ,166,498,3
Uttar Pradesh,ALLAHABAD,Maize,2018,Kharif     ,115,201,1.75
Uttar Pradesh,ALLAHABAD,Maize,2018,Rabi       ,32,90,2.81
Uttar Pradesh,ALLAHABAD,Maize,2019,Kharif     ,120,219,1.83
Uttar Pradesh,ALLAHABAD,Maize,2019,Rabi       ,61,173,2.84
Uttar Pradesh,ALMORA,Maize,1997,Kharif     ,2345,2739,1.17
Uttar Pradesh,ALMORA,Maize,1998,Kharif     ,1976,2136,1.08
Uttar Pradesh,ALMORA,Maize,1999,Kharif     ,2211,2819,1.27
Uttar Pradesh,AMBEDKAR NAGAR,Maize,1997,Kharif     ,601,543,0.9
Uttar Pradesh,AMBEDKAR NAGAR,Maize,1997,Summer     ,89,141,1.58
Uttar Pradesh,AMBEDKAR NAGAR,Maize,1998,Kharif     ,490,341,0.7
Uttar Pradesh,AMBEDKAR NAGAR,Maize,1998,Summer     ,101,102,1.01
Uttar Pradesh,AMBEDKAR NAGAR,Maize,1999,Kharif     ,480,445,0.93
Uttar Pradesh,AMBEDKAR NAGAR,Maize,1999,Rabi       ,96,139,1.45
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2000,Kharif     ,484,678,1.4
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2000,Rabi       ,126,204,1.62
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2001,Kharif     ,450,714,1.59
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2001,Rabi       ,208,339,1.63
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2002,Kharif     ,490,552,1.13
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2002,Rabi       ,275,304,1.11
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2003,Kharif     ,480,669,1.39
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2003,Summer     ,266,364,1.37
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2004,Kharif     ,440,777,1.77
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2004,Rabi       ,9,42,4.67
Uttar Pradesh,AMBEDKAR NAGAR,Maize,2005,Kharif     ,494,652,1.32
